Rating,Company_Name,Headquarters,Founded,Type_of_ownership,Industry,Sector,Revenue,Min_Salary,Max_Salary,Avg_Salary,Job_State,new_job_title,Year_of_Operation,Business_Size,Python,Excel,Tableau,Power_BI,SQL,AWS,Hadoop,Azure,Spark,Machine_Learning,Matlab
3.8,Zimmerman Advertising,"Fort Lauderdale, FL",1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown,68.0,114,91.0,FL,Data Scientist,41,Large Business,1,1,1,0,1,0,1,0,0,1,0
5.0,BPA Services,"Alexandria, VA",2025,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,150.0,160,155.0,DC,Data Scientist,0,Unknown,0,1,0,0,0,1,0,0,0,0,0
4.3,h2o.ai,"Mountain View, CA",2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,,1,,NY,Data Scientist,14,Large Business,0,1,0,0,0,1,0,1,0,1,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,101.0,158,129.5,MA,Other,174,Enterprise Business,1,1,1,0,1,1,1,0,1,0,0
4.2,Octane,"New York, NY",2014,Company - Private,Lending,Finance,Unknown,,1,,NY,Data Engineer,11,Medium Business,1,0,0,0,1,1,0,0,1,0,0
4.8,Health Union,"Philadelphia, PA",2009,Company - Private,Publishing,Media,Unknown,,1,,PA,Data Analyst,16,Medium Business,0,1,1,0,0,0,0,0,0,0,0
4.0,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,125.0,210,167.5,NY,Data Scientist,176,Enterprise Business,0,1,0,0,0,1,0,0,0,0,0
3.8,Associated Banc-Corp,"Green Bay, WI",1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion ,43.0,77,60.0,WI,Data Analyst,155,Enterprise Business,0,1,0,0,0,1,0,0,0,0,0
3.6,Shine Systems,"Charlottesville, VA",2008,Company - Private,Consulting,Business Services,Unknown,,1,,VA,Other,17,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Zest AI,"Burbank, CA",2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million ,139.0,221,180.0,CA,Data Scientist,16,Medium Business,1,1,0,0,1,0,0,0,0,1,0
3.8,Fareportal,"New York, NY",2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion ,44.0,86,65.0,NY,Data Analyst,23,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
4.3,Genesys,"Daly City, CA",1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion ,78.0,147,112.5,NC,Data Engineer,35,Enterprise Business,1,0,0,0,0,1,1,0,1,0,0
1.9,Moda Operandi,"New York, NY",2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million ,65.0,110,87.5,NY,Data Analyst,15,Large Business,1,1,0,0,1,0,0,0,0,0,0
3.3,Liberty Mutual Insurance,"Boston, MA",1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,37.0,66,51.5,IN,Other,113,Enterprise Business,1,1,0,0,1,0,0,0,0,0,0
4.7,QK,"Visalia, CA",1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million ,38.0,64,51.0,CA,Other,53,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.1,Santander,"Madrid, Spain",1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion ,43.0,82,62.5,MA,Data Scientist,169,Enterprise Business,1,1,0,0,1,0,0,0,0,0,1
3.4,Tivity Health,"Franklin, TN",1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,90.0,110,100.0,AZ,Data Engineer,44,Large Business,0,0,0,0,1,0,1,0,0,0,0
4.4,BRMi,"Washington, DC",2004,Company - Private,IT Services,Information Technology,Unknown,61.0,109,85.0,VA,Data Engineer,21,Medium Business,1,0,0,0,0,1,1,1,1,0,0
3.9,Luminar Technologies,"Orlando, FL",2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown,93.0,151,122.0,FL,Data Scientist,13,Large Business,1,0,0,0,0,1,0,0,0,0,1
3.9,"Emtec, Inc.","Jacksonville, FL",1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,52.0,81,66.5,IL,Other,30,Large Business,1,0,1,1,1,0,0,0,0,0,0
4.7,Veterans United Home Loans,"Columbia, MO",2002,Company - Private,Lending,Finance,Unknown,40.0,101,70.5,MO,Other,23,Enterprise Business,0,1,1,0,1,0,1,0,1,0,0
4.7,Praetorian,"Austin, TX",2010,Company - Private,Security Services,Business Services,$10 to $25 million ,97.0,180,138.5,TX,Data Engineer,15,Medium Business,1,0,0,0,1,0,0,0,1,1,0
3.4,PA Consulting,"London, United Kingdom",1943,Company - Private,Consulting,Business Services,$100 to $500 million ,81.0,134,107.5,MA,Data Scientist,82,Enterprise Business,0,1,1,0,1,0,1,0,1,1,0
3.8,Agios Pharmaceuticals,"Cambridge, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million ,84.0,157,120.5,MA,Other,17,Large Business,0,0,0,0,0,0,0,0,0,0,0
2.7,Advanced BioScience Laboratories,"Rockville, MD",1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million ,49.0,113,81.0,MD,Other,64,Large Business,0,0,0,0,0,0,0,0,0,0,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,68.0,139,103.5,KY,Other,150,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.4,Echo Global Logistics,"Chicago, IL",2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion ,75.0,140,107.5,IL,Data Engineer,20,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
4.0,"Meridian Technologies, Inc","Farmington Hills, MI",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,WA,Data Engineer,0,Unknown,1,1,0,0,1,1,1,0,1,1,0
3.4,Orange Coast Memorial Medical Center,"Fountain Valley, CA",2005,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion ,,1,,CA,Other,20,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.0,Glassdoor,"Mill Valley, CA",2007,Company - Private,Internet,Information Technology,Unknown,121.0,203,162.0,CA,Data Engineer,18,Enterprise Business,1,1,0,0,0,1,1,0,1,1,0
3.5,Esri,"Redlands, CA",1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion ,52.0,85,68.5,CA,Data Scientist,56,Enterprise Business,1,1,0,0,0,0,0,0,1,1,0
3.4,Assurant,"New York, NY",1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion ,81.0,140,110.5,OH,Data Scientist,47,Enterprise Business,0,1,0,0,1,0,0,0,0,1,0
3.7,Caterpillar,"Deerfield, IL",1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion ,63.0,99,81.0,IL,Data Scientist,100,Enterprise Business,0,0,1,0,0,0,0,0,0,0,0
4.3,Equity Residential,"Chicago, IL",1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion ,110.0,150,130.0,IL,Data Scientist,32,Enterprise Business,1,1,1,0,1,0,1,0,1,1,0
3.7,F&G,"Des Moines, IA",2025,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million ,83.0,148,115.5,IA,Data Engineer,0,Large Business,1,1,1,0,1,0,0,0,0,0,0
4.7,"Collinwood Technology Partners, LLC","Schaumburg, IL",2014,Company - Private,IT Services,Information Technology,$1 to $5 million ,,1,,IL,Data Engineer,11,Medium Business,0,0,0,0,1,1,0,1,0,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,60.0,101,80.5,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
4.4,"Homology Medicines, Inc.","Bedford, MA",2025,Company - Public,Other Industries,Other Sector,Unknown,,1,,MA,Other,0,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.7,FHLBank Pittsburgh,"Pittsburgh, PA",1932,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion ,,1,,PA,Data Analyst,93,Large Business,0,0,1,0,0,1,0,0,0,0,0
3.7,Sanofi,"Paris, France",1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,,1,,MA,Other,52,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",1992,Company - Private,Lending,Finance,$100 to $500 million ,31.0,55,43.0,IA,Data Analyst,33,Large Business,0,1,1,0,1,0,0,0,0,0,0
4.4,Acceleron Pharma,"Cambridge, MA",2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,102.0,178,140.0,MA,Other,22,Large Business,0,1,0,0,0,0,0,0,0,0,0
0.0,Kronos Bio,"San Mateo, CA",2025,Company - Private,Other Industries,Other Sector,Unknown,110.0,130,120.0,MA,Other,0,Unknown,0,0,0,0,0,0,0,0,0,0,0
3.0,AmeriHealth Caritas,"Philadelphia, PA",1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion ,48.0,85,66.5,PA,Data Analyst,42,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
4.7,Strategic Employment Partners,"Los Angeles, CA",2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million ,66.0,123,94.5,CA,Data Engineer,19,Medium Business,1,0,0,0,0,1,0,0,0,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,92.0,146,119.0,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
3.2,Catholic Health Initiatives,"Englewood, CO",1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion ,44.0,60,52.0,NE,Other,29,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
2.7,FLEETCOR,"Peachtree Corners, GA",2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion ,21.0,35,28.0,TN,Data Analyst,25,Enterprise Business,0,1,1,0,0,0,0,0,0,0,0
3.3,Liberty Mutual Insurance,"Boston, MA",1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,150.0,239,194.5,IL,Data Scientist,113,Enterprise Business,1,0,0,0,0,0,0,0,0,0,0
3.9,Southwest Research Institute,"San Antonio, TX",1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion ,52.0,91,71.5,TX,Other,78,Enterprise Business,1,1,0,0,1,1,0,1,0,0,0
3.7,Applied Research Laboratories,"Austin, TX",2025,College / University,Colleges & Universities,Education,Unknown,82.0,129,105.5,TX,Data Scientist,0,Large Business,1,0,0,0,0,1,0,0,0,1,1
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,,1,,PA,Other,41,Large Business,0,0,0,0,0,0,0,0,0,1,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,47.0,101,74.0,NC,Other,150,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,MA,Other,17,Large Business,0,0,0,0,0,1,0,0,0,0,0
3.7,Raytheon,"Waltham, MA",1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,49.0,76,62.5,AL,Data Analyst,103,Enterprise Business,0,1,0,0,0,0,0,0,0,0,1
0.0,OneThree Biotech,"New York, NY",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,NY,Data Engineer,0,Small Business,1,0,0,0,0,1,1,0,1,1,0
4.3,RTI International,"Research Triangle Park, NC",1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion ,43.0,88,65.5,NC,Other,67,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.6,TRANZACT,"Fort Lee, NJ",1989,Company - Private,Advertising & Marketing,Business Services,Unknown,124.0,199,161.5,NJ,Data Scientist,36,Enterprise Business,1,1,1,1,1,1,0,0,0,0,0
2.1,United BioSource,"Blue Bell, PA",2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,52.0,93,72.5,PA,Data Analyst,22,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
3.9,Figure Eight,"San Francisco, CA",2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million ,97.0,181,139.0,CA,Data Engineer,17,Medium Business,1,1,0,0,0,1,0,0,0,1,0
5.0,Senti Biosciences,"South San Francisco, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,9,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Tapjoy,"San Francisco, CA",2007,Company - Private,Internet,Information Technology,$10 to $25 million ,100.0,173,136.5,CA,Data Engineer,18,Large Business,0,0,0,0,1,0,0,0,0,1,0
3.8,Fareportal,"New York, NY",2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion ,53.0,96,74.5,NY,Data Scientist,23,Enterprise Business,1,0,0,0,0,0,0,0,1,1,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,65.0,96,80.5,NC,Other,150,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.5,Sartorius,"Gottingen, Germany",1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion ,56.0,95,75.5,NM,Data Scientist,155,Enterprise Business,1,1,0,0,0,0,0,0,0,1,1
4.7,1904labs,"Saint Louis, MO",2016,Company - Private,IT Services,Information Technology,Unknown,111.0,176,143.5,MO,Data Scientist,9,Medium Business,1,0,0,0,1,0,0,0,1,1,0
5.0,Royce Geospatial,"Arlington, VA",2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million ,75.0,127,101.0,VA,Data Scientist,11,Medium Business,1,0,0,0,1,0,0,0,0,0,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,65.0,119,92.0,MA,Data Engineer,174,Enterprise Business,1,1,0,0,0,0,0,0,1,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,56.0,97,76.5,WA,Data Scientist,60,Enterprise Business,1,0,0,0,0,0,0,0,0,1,0
4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million ,108.0,173,140.5,UT,Data Scientist,12,Medium Business,1,0,0,0,0,1,0,0,0,1,0
3.6,Citi,"New York, NY",1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion ,94.0,139,116.5,NJ,Data Scientist,213,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
4.0,SciPlay,"Cedar Falls, IA",1998,Company - Public,Video Games,Media,Unknown,,1,,TX,Data Engineer,27,Large Business,0,0,0,0,1,1,0,0,0,0,0
4.7,Sage Intacct,"San Jose, CA",1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown,176.0,289,232.5,CA,Data Scientist,26,Large Business,1,0,0,0,1,0,0,0,0,1,0
3.5,Scale AI,"San Francisco, CA",2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,92.0,149,120.5,CA,Data Scientist,9,Medium Business,1,0,0,0,1,0,0,0,0,1,0
3.5,Esri,"Redlands, CA",1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion ,63.0,101,82.0,VA,Data Scientist,56,Enterprise Business,1,0,0,0,1,0,0,0,0,0,0
3.6,Delphi-US,"Newport, RI",2025,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million ,,1,,NY,Data Scientist,0,Small Business,1,1,0,0,1,1,1,0,1,1,0
3.3,Rochester Regional Health,"Rochester, NY",2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,54.0,115,84.5,NY,Other,11,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.4,Astreya,"San Jose, CA",2001,Company - Private,IT Services,Information Technology,$50 to $100 million ,,1,,CA,Data Engineer,24,Enterprise Business,1,0,0,0,1,0,1,0,0,1,1
2.7,Change Healthcare,"Nashville, TN",2007,Company - Public,IT Services,Information Technology,Unknown,118.0,188,153.0,CA,Data Scientist,18,Enterprise Business,1,0,0,0,1,1,0,0,1,1,0
3.4,MZ,"Palo Alto, CA",2008,Company - Private,Internet,Information Technology,Unknown,108.0,146,127.0,CA,Data Scientist,17,Large Business,1,0,0,0,1,0,1,0,1,1,0
4.7,HG Insights,"Santa Barbara, CA",2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown,65.0,106,85.5,CA,Data Scientist,15,Medium Business,1,1,0,0,1,0,1,0,1,1,0
2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY",1976,Company - Public,Wholesale,Business Services,$1 to $2 billion ,55.0,98,76.5,NY,Data Scientist,49,Enterprise Business,1,1,1,0,1,0,0,0,0,0,0
3.5,CBS Interactive,"San Francisco, CA",1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion ,94.0,162,128.0,NY,Data Scientist,33,Enterprise Business,1,0,1,0,1,0,1,0,1,1,0
3.8,BioMarin Pharmaceutical,"San Rafael, CA",1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion ,,1,,CA,Data Engineer,28,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.2,"Numeric, LLC","Chadds Ford, PA",2025,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million ,63.0,120,91.5,PA,Data Engineer,0,Small Business,1,1,0,0,1,1,1,0,1,0,0
4.4,Rubius Therapeutics,"Cambridge, MA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,90.0,179,134.5,MA,Other,12,Large Business,0,0,0,0,0,0,0,0,0,0,0
3.3,Samba TV,"San Francisco, CA",2008,Company - Private,Advertising & Marketing,Business Services,Unknown,127.0,202,164.5,CA,Data Scientist,17,Large Business,0,0,0,0,0,0,0,0,0,1,0
4.0,ClearEdge,"Annapolis Junction, MD",2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million ,60.0,127,93.5,MD,Other,23,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.6,GovTech,"Singapore, Singapore",2016,Government,Federal Agencies,Government,Unknown,,1,,CA,Data Scientist,9,Enterprise Business,1,1,1,0,0,0,0,0,0,1,0
3.4,SV Microwave,"West Palm Beach, FL",1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million ,31.0,57,44.0,FL,Data Analyst,34,Large Business,0,0,0,0,0,0,0,0,0,0,0
3.8,Sumo Logic,"Redwood City, CA",2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown,105.0,194,149.5,TX,Data Engineer,15,Large Business,0,0,0,0,0,1,0,0,1,0,0
3.5,EAB,"Washington, DC",2007,Company - Private,Research & Development,Business Services,Unknown,45.0,86,65.5,DC,Data Engineer,18,Enterprise Business,0,1,0,0,1,1,0,0,1,0,0
4.4,SpringML,"Pleasanton, CA",2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,75.0,143,109.0,VA,Data Engineer,10,Small Business,1,0,0,0,0,0,1,0,1,1,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,,1,,UT,Data Engineer,0,Enterprise Business,0,0,1,1,1,0,0,0,0,1,0
3.7,Samsung Research America,"Mountain View, CA",1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million ,126.0,228,177.0,CA,Data Engineer,37,Enterprise Business,1,0,0,0,1,1,1,0,1,0,0
3.9,Cuboid IT Solutions,"San Jose, CA",2025,Company - Private,IT Services,Information Technology,$25 to $50 million ,,1,,AZ,Data Scientist,0,Large Business,1,0,1,0,1,1,0,1,0,1,0
4.7,Systems & Technology Research,"Woburn, MA",2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million ,80.0,134,107.0,VA,Data Scientist,15,Large Business,1,1,0,0,1,0,1,0,1,1,0
4.1,Netskope,"Santa Clara, CA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,120.0,189,154.5,CA,Data Scientist,13,Large Business,1,1,0,0,0,0,0,0,1,1,0
3.9,"Pyramid Consulting, Inc.","Alpharetta, GA",1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million ,,1,,NJ,Data Scientist,29,Enterprise Business,0,0,0,0,1,0,1,0,1,0,0
4.0,Lorven Technologies Inc,"Plainsboro, NJ",2025,Company - Private,Accounting,Accounting & Legal,Less than $1 million ,85.0,142,113.5,CA,Data Scientist,0,Small Business,1,0,0,0,1,0,0,0,1,1,0
3.5,Brighthouse Financial,"Charlotte, NC",2017,Company - Public,Insurance Carriers,Insurance,Unknown,95.0,154,124.5,NC,Data Scientist,8,Enterprise Business,1,1,0,0,0,0,0,0,1,1,0
2.5,CareDx,"Brisbane, CA",2025,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,111.0,176,143.5,CA,Data Scientist,0,Small Business,1,1,0,0,1,0,0,0,0,1,0
3.9,Serigor Inc.,"Baltimore, MD",2025,Company - Private,IT Services,Information Technology,Less than $1 million ,87.0,140,113.5,CA,Data Scientist,0,Small Business,1,0,0,0,1,0,0,0,0,0,0
3.4,Leidos,"Reston, VA",1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,76.0,127,101.5,VA,Data Scientist,56,Enterprise Business,1,0,0,0,0,1,0,0,0,0,0
3.6,Beckman Coulter Diagnostics,"Brea, CA",1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion ,54.0,92,73.0,NY,Data Analyst,90,Enterprise Business,0,1,1,1,1,1,0,1,0,0,0
4.4,OSI Engineering,"Campbell, CA",2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million ,,1,,CA,Data Analyst,15,Medium Business,1,1,0,0,0,0,0,0,0,0,1
3.5,IHS Markit,"London, United Kingdom",2016,Company - Public,Consulting,Business Services,$2 to $5 billion ,61.0,100,80.5,NY,Data Scientist,9,Enterprise Business,1,0,0,0,1,1,0,0,0,1,0
0.0,ALIN,"Noida, India",2025,Company - Private,Other Industries,Other Sector,Unknown,81.0,140,110.5,NY,Data Scientist,0,Unknown,1,0,0,0,1,0,0,0,0,1,0
0.0,Monte Rosa Therapeutics,Other,2025,Other Organization,Other Industries,Other Sector,Unknown,,1,,MA,Other,0,Unknown,0,1,0,0,0,0,0,0,0,0,0
2.9,Affinity Solutions,"New York, NY",1998,Company - Private,Advertising & Marketing,Business Services,Unknown,80.0,148,114.0,CA,Data Engineer,27,Medium Business,1,0,1,0,1,0,0,0,1,0,0
3.5,e-IT Professionals Corp.,"Canton, MI",2025,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million ,108.0,171,139.5,CA,Data Scientist,0,Medium Business,1,0,0,0,1,0,0,0,0,1,0
4.8,TechProjects,"North Brunswick, NJ",2011,Company - Private,IT Services,Information Technology,Unknown,112.0,179,145.5,NY,Data Scientist,14,Small Business,1,1,1,0,1,0,0,0,0,0,0
4.0,Biz2Credit Inc,"New York, NY",2007,Company - Private,Lending,Finance,$100 to $500 million ,63.0,111,87.0,NY,Data Scientist,18,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.2,PeoplesBank,"Holyoke, MA",1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million ,75.0,126,100.5,MA,Data Scientist,140,Large Business,0,1,0,0,1,0,0,0,0,0,0
3.8,Capgemini,"Paris, France",1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion ,110.0,184,147.0,NY,Data Scientist,58,Enterprise Business,1,1,0,0,1,0,1,1,1,1,1
3.7,GNY Insurance Companies,"New York, NY",1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million ,76.0,145,110.5,NY,Data Engineer,111,Large Business,1,1,0,0,1,0,0,0,0,0,0
4.4,Watchful,"Apopka, FL",2025,Company - Private,Security Services,Business Services,Unknown,,1,,CA,Data Scientist,0,Small Business,1,0,0,0,0,0,0,0,0,1,0
5.0,Quality Consulting Group,"Guaynabo, PR",2011,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million ,,1,,PR,Other,14,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Citadel Federal Credit Union,"Exton, PA",1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,36.0,62,49.0,PA,Data Analyst,88,Large Business,1,0,1,0,1,0,0,0,0,0,0
4.6,"Conch Technologies, Inc","Memphis, TN",2025,Company - Private,Consulting,Business Services,$5 to $10 million ,70.0,118,94.0,MA,Data Scientist,0,Medium Business,1,0,1,1,1,1,1,1,1,1,0
4.4,OSI Engineering,"Campbell, CA",2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million ,,1,,CA,Data Scientist,15,Medium Business,1,1,1,0,1,0,0,0,0,1,0
4.3,Medidata Solutions,"New York, NY",1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion ,94.0,153,123.5,NY,Data Scientist,26,Enterprise Business,1,0,0,0,1,1,0,0,0,1,0
2.9,Healthfirst,"New York, NY",1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown,,1,,NY,Data Scientist,32,Enterprise Business,0,0,0,0,0,1,0,1,0,1,0
3.3,Rochester Regional Health,"Rochester, NY",2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,54.0,115,84.5,NY,Other,11,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.7,CALIBRE Systems,"Alexandria, VA",1989,Company - Private,IT Services,Information Technology,$100 to $500 million ,50.0,92,71.0,VA,Data Analyst,36,Large Business,0,1,1,0,1,0,0,0,0,0,0
4.0,HP Inc.,"Palo Alto, CA",1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown,49.0,97,73.0,OR,Data Engineer,86,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,67.0,135,101.0,MA,Other,174,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
3.9,Tapjoy,"San Francisco, CA",2007,Company - Private,Internet,Information Technology,$10 to $25 million ,138.0,224,181.0,CA,Machine Learning Engineer,18,Large Business,1,0,0,0,1,0,0,0,1,1,0
3.7,Northrop Grumman,"Falls Church, VA",1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,80.0,139,109.5,CA,Data Scientist,86,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
3.7,Visa Inc.,"Foster City, CA",1958,Company - Public,IT Services,Information Technology,$10+ billion ,158.0,211,184.5,WA,Data Scientist,67,Enterprise Business,1,1,1,0,1,0,0,0,0,1,0
3.9,Quartet Health,"New York, NY",2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,150.0,180,165.0,NY,Data Scientist,11,Large Business,1,0,0,0,0,0,1,0,0,1,0
3.7,Motorola Solutions,"Chicago, IL",1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion ,42.0,80,61.0,IL,Data Analyst,97,Enterprise Business,1,0,0,0,1,0,1,0,1,1,0
